lat,lng,timestamp,hour,complaint_count,severity,is_forest,is_residential,road_type,distance_to_police_raw,distance_to_hotspot_raw,datetime,hour_sin,hour_cos,is_night,complaint_count_500m,recent_complaints_weighted,complaint_severity_avg,night_complaint_ratio,distance_to_police,distance_to_hotspot,cluster_risk_score,risk_score_raw,risk_level
26.76047272,80.86743734,1775270918,2,1,2,1,1,2,13.16302627,13.24242529,2026-04-04 02:48:38,0.49999999999999994,0.8660254037844387,1,1,1.5,2,0.5,13.16302627,13.24242529,0.0,3,1
26.81744333,80.91675928,1775800478,5,13,1,1,0,0,5.382299643,5.16464071,2026-04-10 05:54:38,0.9659258262890683,0.25881904510252074,1,13,19.5,1,0.9285714285714286,5.382299643,5.16464071,0.0,14,2
26.77040734,80.85877749,1774593998,6,0,2,1,1,1,13.42317269,12.99688448,2026-03-27 06:46:38,1.0,6.123233995736766e-17,0,0,0.0,2,0.0,13.42317269,12.99688448,0.0,2,0
26.90375895,80.91869243,1774208498,19,19,3,1,0,0,3.212074828,3.355606707,2026-03-22 19:41:38,-0.9659258262890684,0.2588190451025203,0,19,19.0,3,0.0,3.212074828,3.355606707,3.2887865859999996,22,2
26.88696744,80.97767065,1774537118,14,15,3,1,1,2,5.142452953,5.125576805,2026-03-26 14:58:38,-0.4999999999999997,-0.8660254037844388,0,15,15.0,3,0.0,5.142452953,5.125576805,0.0,18,2
26.89516557,80.86652195,1775050718,13,5,2,1,1,0,2.66073836,4.079569545,2026-04-01 13:38:38,-0.2588190451025208,-0.9659258262890683,0,5,5.0,2,0.0,2.66073836,4.079569545,1.84086091,7,2
26.82753113,81.00574771,1776399458,4,2,3,1,0,0,4.055097361,4.184137056,2026-04-17 04:17:38,0.8660254037844386,0.5000000000000001,1,2,3.0,3,0.6666666666666666,4.055097361,4.184137056,1.631725888,5,1
26.8563995,80.99473267,1773911678,9,9,2,0,1,0,4.884792628,5.015880304,2026-03-19 09:14:38,0.7071067811865476,-0.7071067811865475,0,9,9.0,2,0.0,4.884792628,5.015880304,0.0,11,2
26.82571803,80.94225921,1776407138,6,6,1,1,1,0,3.143960569,2.828940618,2026-04-17 06:25:38,1.0,6.123233995736766e-17,0,6,6.0,1,0.0,3.143960569,2.828940618,4.342118764,7,2
26.87685369,80.85007107,1774772558,8,11,3,0,0,0,5.122949527,5.553104541,2026-03-29 08:22:38,0.8660254037844387,-0.4999999999999998,0,11,11.0,3,0.0,5.122949527,5.553104541,0.0,14,2
26.7646968,80.98884118,1775385278,10,8,2,0,1,1,6.485130962,4.039671953,2026-04-05 10:34:38,0.49999999999999994,-0.8660254037844387,0,8,8.0,2,0.0,6.485130962,4.039671953,1.920656094,10,2
26.87782559,81.04393722,1773957038,21,4,2,0,0,0,10.41893942,10.87486423,2026-03-19 21:50:38,-0.7071067811865477,0.7071067811865474,1,4,6.0,2,0.8,10.41893942,10.87486423,0.0,6,1
26.85750728,80.87922785,1774659938,1,12,2,0,1,2,4.865892253,3.398494827,2026-03-28 01:05:38,0.25881904510252074,0.9659258262890683,1,12,18.0,2,0.9230769230769231,4.865892253,3.398494827,3.203010346,14,2
26.91045533,80.92724923,1776253598,11,14,3,0,1,0,4.294451046,4.536150162,2026-04-15 11:46:38,0.258819045102521,-0.9659258262890682,0,14,14.0,3,0.0,4.294451046,4.536150162,0.9276996759999996,17,2
26.81076116,81.00822183,1776403298,5,10,3,0,1,3,4.364805467,3.35263047,2026-04-17 05:21:38,0.9659258262890683,0.25881904510252074,1,10,15.0,3,0.9090909090909091,4.364805467,3.35263047,3.2947390600000004,13,2
26.79498086,80.96403707,1776218138,1,16,1,0,1,1,2.854910927,1.857408762,2026-04-15 01:55:38,0.25881904510252074,0.9659258262890683,1,16,24.0,1,0.9411764705882353,2.854910927,1.857408762,6.285182476,17,2
26.9376525,80.86607236,1775846558,18,0,1,1,0,3,4.951946772,7.425306877,2026-04-10 18:42:38,-1.0,-1.8369701987210297e-16,0,0,0.0,1,0.0,4.951946772,7.425306877,0.0,1,0
26.76674818,80.96090694,1776015998,17,15,2,1,0,0,5.996506974,4.256134616,2026-04-12 17:46:38,-0.9659258262890683,-0.25881904510252063,0,15,15.0,2,0.0,5.996506974,4.256134616,1.4877307680000005,17,2
26.81810435,81.03289965,1774115738,17,4,3,0,1,1,6.985031651,6.206221179,2026-03-21 17:55:38,-0.9659258262890683,-0.25881904510252063,0,4,4.0,3,0.0,6.985031651,6.206221179,0.0,7,2
26.88825393,80.92212914,1775171558,23,13,2,1,0,2,3.710874691,2.621636411,2026-04-02 23:12:38,-0.25881904510252157,0.9659258262890681,1,13,19.5,2,0.9285714285714286,3.710874691,2.621636411,4.756727178,15,2
26.91409563,80.88613521,1774256498,9,13,2,1,0,3,1.622360023,4.085560108,2026-03-23 09:01:38,0.7071067811865476,-0.7071067811865475,0,13,13.0,2,0.0,1.622360023,4.085560108,1.8288797839999997,15,2
26.76383185,80.9091798,1773886958,2,19,2,0,1,0,9.18953862,8.826863599,2026-03-19 02:22:38,0.49999999999999994,0.8660254037844387,1,19,28.5,2,0.95,9.18953862,8.826863599,0.0,21,2
26.80970282,80.94310962,1774269278,12,7,3,1,1,3,3.196191544,4.234100435,2026-03-23 12:34:38,1.2246467991473532e-16,-1.0,0,7,7.0,3,0.0,3.196191544,4.234100435,1.5317991299999996,10,2
26.79968266,80.98809365,1774972658,15,8,2,0,0,0,3.019882544,0.899085875,2026-03-31 15:57:38,-0.7071067811865471,-0.7071067811865479,0,8,8.0,2,0.0,3.019882544,0.899085875,8.20182825,10,2
26.88204093,80.9967525,1775065958,17,15,3,0,1,1,6.757930659,6.291279782,2026-04-01 17:52:38,-0.9659258262890683,-0.25881904510252063,0,15,15.0,3,0.0,6.757930659,6.291279782,0.0,18,2
26.84268126,81.02991651,1773932738,15,9,3,0,1,1,7.111304346,7.290045162,2026-03-19 15:05:38,-0.7071067811865471,-0.7071067811865479,0,9,9.0,3,0.0,7.111304346,7.290045162,0.0,12,2
26.92431743,80.90701849,1775258858,23,1,3,0,1,2,3.294599642,4.98054145,2026-04-03 23:27:38,-0.25881904510252157,0.9659258262890681,1,1,1.5,3,0.5,3.294599642,4.98054145,0.038917100000000815,4,1
26.75932421,80.95495444,1774263338,10,16,1,1,1,3,6.938982678,5.302268698,2026-03-23 10:55:38,0.49999999999999994,-0.8660254037844387,0,16,16.0,1,0.0,6.938982678,5.302268698,0.0,17,2
26.85556209,80.8706456,1774718378,17,8,1,0,1,1,5.380147151,4.23969514,2026-03-28 17:19:38,-0.9659258262890683,-0.25881904510252063,0,8,8.0,1,0.0,5.380147151,4.23969514,1.5206097199999995,9,2
26.76203038,80.93653184,1774646498,21,11,1,1,0,2,7.430033927,6.406510785,2026-03-27 21:21:38,-0.7071067811865477,0.7071067811865474,1,11,16.5,1,0.9166666666666666,7.430033927,6.406510785,0.0,12,2
26.94447952,80.89889582,1775896178,8,0,1,1,1,1,5.035000757,7.158275653,2026-04-11 08:29:38,0.8660254037844387,-0.4999999999999998,0,0,0.0,1,0.0,5.035000757,7.158275653,0.0,1,0
26.93493443,80.89930631,1773954638,21,9,1,1,0,3,4.012955722,6.098207506,2026-03-19 21:10:38,-0.7071067811865477,0.7071067811865474,1,9,13.5,1,0.9,4.012955722,6.098207506,0.0,10,2
26.79240222,80.85519326,1775456738,6,7,2,0,1,2,12.03807308,10.92152843,2026-04-06 06:25:38,1.0,6.123233995736766e-17,0,7,7.0,2,0.0,12.03807308,10.92152843,0.0,9,2
26.82801736,81.04673417,1775122598,9,4,2,0,0,3,8.563857247,8.033840634,2026-04-02 09:36:38,0.7071067811865476,-0.7071067811865475,0,4,4.0,2,0.0,8.563857247,8.033840634,0.0,6,1
26.86036004,80.85348451,1775000198,23,11,1,1,0,1,5.982382055,5.604586016,2026-03-31 23:36:38,-0.25881904510252157,0.9659258262890681,1,11,16.5,1,0.9166666666666666,5.982382055,5.604586016,0.0,12,2
26.86856464,80.91497285,1776174098,13,12,1,1,0,1,2.93617838,2.091263946,2026-04-14 13:41:38,-0.2588190451025208,-0.9659258262890683,0,12,12.0,1,0.0,2.93617838,2.091263946,5.817472108,13,2
26.7825132,81.00880426,1775555318,9,4,1,1,1,0,5.988890507,3.740343467,2026-04-07 09:48:38,0.7071067811865476,-0.7071067811865475,0,4,4.0,1,0.0,5.988890507,3.740343467,2.5193130659999996,5,1
26.76192509,80.88033949,1775134178,12,4,3,0,1,2,11.85763766,11.84215252,2026-04-02 12:49:38,1.2246467991473532e-16,-1.0,0,4,4.0,3,0.0,11.85763766,11.84215252,0.0,7,2
26.79702661,80.93626017,1774594178,6,0,2,1,1,2,4.530857513,4.866326302,2026-03-27 06:49:38,1.0,6.123233995736766e-17,0,0,0.0,2,0.0,4.530857513,4.866326302,0.2673473959999999,2,0
26.91293044,80.86159103,1776236138,6,7,2,0,0,3,3.464669037,5.615835509,2026-04-15 06:55:38,1.0,6.123233995736766e-17,0,7,7.0,2,0.0,3.464669037,5.615835509,0.0,9,2
26.93323248,81.04530187,1774913498,23,20,1,1,0,3,14.23722896,14.04494028,2026-03-30 23:31:38,-0.25881904510252157,0.9659258262890681,1,20,30.0,1,0.9523809523809523,14.23722896,14.04494028,0.0,21,2
26.81269471,81.01832987,1774221758,23,0,3,1,0,2,5.425553889,4.481891493,2026-03-22 23:22:38,-0.25881904510252157,0.9659258262890681,1,0,0.0,3,0.0,5.425553889,4.481891493,1.036217014,3,1
26.87200189,80.93894364,1776078998,11,17,1,1,0,3,1.337359853,2.733229732,2026-04-13 11:16:38,0.258819045102521,-0.9659258262890682,0,17,17.0,1,0.0,1.337359853,2.733229732,4.533540536,18,2
26.83547426,80.94617319,1774632038,17,5,2,0,1,2,2.807268955,1.667371877,2026-03-27 17:20:38,-0.9659258262890683,-0.25881904510252063,0,5,5.0,2,0.0,2.807268955,1.667371877,6.665256246,7,2
26.90601995,80.92310402,1776146978,6,19,1,1,0,1,3.73480936,3.862471083,2026-04-14 06:09:38,1.0,6.123233995736766e-17,0,19,19.0,1,0.0,3.73480936,3.862471083,2.275057834,20,2
26.93293331,80.92223034,1775684978,21,19,2,0,0,3,5.114917318,6.372717576,2026-04-08 21:49:38,-0.7071067811865477,0.7071067811865474,1,19,28.5,2,0.95,5.114917318,6.372717576,0.0,21,2
26.83790156,80.89699541,1776237338,7,3,2,1,1,2,5.36686513,4.684813157,2026-04-15 07:15:38,0.9659258262890683,-0.25881904510252063,0,3,3.0,2,0.0,5.36686513,4.684813157,0.6303736860000004,5,1
26.82748332,80.9330719,1775815418,10,13,1,0,0,0,3.690366907,3.126894885,2026-04-10 10:03:38,0.49999999999999994,-0.8660254037844387,0,13,13.0,1,0.0,3.690366907,3.126894885,3.74621023,14,2
26.78362961,81.02678793,1774144238,1,0,1,1,1,2,7.485445859,5.502175284,2026-03-22 01:50:38,0.25881904510252074,0.9659258262890683,1,0,0.0,1,0.0,7.485445859,5.502175284,0.0,1,0
26.92500542,80.9122812,1774877618,13,0,3,0,1,0,3.717626475,5.178260484,2026-03-30 13:33:38,-0.2588190451025208,-0.9659258262890683,0,0,0.0,3,0.0,3.717626475,5.178260484,0.0,3,1
26.79239346,80.85899336,1776235478,6,1,3,0,0,2,11.71179967,10.73689123,2026-04-15 06:44:38,1.0,6.123233995736766e-17,0,1,1.0,3,0.0,11.71179967,10.73689123,0.0,4,1
26.83014374,80.99366815,1774040978,21,17,2,0,0,1,2.85828099,3.673854501,2026-03-20 21:09:38,-0.7071067811865477,0.7071067811865474,1,17,25.5,2,0.9444444444444444,2.85828099,3.673854501,2.652290998,19,2
26.93778491,81.03516351,1774521698,10,1,1,0,0,0,13.64288239,13.57608214,2026-03-26 10:41:38,0.49999999999999994,-0.8660254037844387,0,1,1.0,1,0.0,13.64288239,13.57608214,0.0,2,0
26.87305297,80.91675175,1775916758,14,12,2,0,0,2,2.95947913,2.012998207,2026-04-11 14:12:38,-0.4999999999999997,-0.8660254037844388,0,12,12.0,2,0.0,2.95947913,2.012998207,5.974003586,14,2
26.8813028,80.97879321,1774181558,12,18,2,1,1,0,4.912577613,4.720978069,2026-03-22 12:12:38,1.2246467991473532e-16,-1.0,0,18,18.0,2,0.0,4.912577613,4.720978069,0.5580438619999999,20,2
26.91891759,80.95670204,1774011338,12,17,1,0,0,1,6.797552076,7.633782825,2026-03-20 12:55:38,1.2246467991473532e-16,-1.0,0,17,17.0,1,0.0,6.797552076,7.633782825,0.0,18,2
26.84080926,80.98104924,1774632278,17,0,2,1,1,3,2.615248047,3.594283351,2026-03-27 17:24:38,-0.9659258262890683,-0.25881904510252063,0,0,0.0,2,0.0,2.615248047,3.594283351,2.811433298,2,0
26.91669949,81.00271877,1774793078,14,10,1,0,0,1,9.384901534,9.437017897,2026-03-29 14:04:38,-0.4999999999999997,-0.8660254037844388,0,10,10.0,1,0.0,9.384901534,9.437017897,0.0,11,2
26.84816594,80.92449035,1775223818,13,3,3,0,0,2,2.165479599,2.838880558,2026-04-03 13:43:38,-0.2588190451025208,-0.9659258262890683,0,3,3.0,3,0.0,2.165479599,2.838880558,4.322238884,6,1
26.85129605,80.99256307,1774292138,18,16,1,1,1,0,4.282550801,4.726690469,2026-03-23 18:55:38,-1.0,-1.8369701987210297e-16,0,16,16.0,1,0.0,4.282550801,4.726690469,0.5466190619999995,17,2
26.90708448,81.02961371,1774665218,2,15,1,0,0,2,11.23655832,10.87402368,2026-03-28 02:33:38,0.49999999999999994,0.8660254037844387,1,15,22.5,1,0.9375,11.23655832,10.87402368,0.0,16,2
26.82380298,80.85810401,1776005078,14,12,3,0,0,2,9.168990235,7.780600958,2026-04-12 14:44:38,-0.4999999999999997,-0.8660254037844388,0,12,12.0,3,0.0,9.168990235,7.780600958,0.0,15,2
26.90439216,80.94718073,1774607078,10,4,2,1,1,0,4.991578907,5.895551748,2026-03-27 10:24:38,0.49999999999999994,-0.8660254037844387,0,4,4.0,2,0.0,4.991578907,5.895551748,0.0,6,1
26.89930688,81.02581517,1775350298,0,20,2,1,0,0,10.47717364,10.03866504,2026-04-05 00:51:38,0.0,1.0,1,20,30.0,2,0.9523809523809523,10.47717364,10.03866504,0.0,22,2
26.75289356,80.85760117,1775432078,23,7,3,1,1,1,14.53073111,14.5577206,2026-04-05 23:34:38,-0.25881904510252157,0.9659258262890681,1,7,10.5,3,0.875,14.53073111,14.5577206,0.0,10,2
26.78693085,80.98067435,1775826098,13,15,2,0,1,3,3.857167406,1.452605998,2026-04-10 13:01:38,-0.2588190451025208,-0.9659258262890683,0,15,15.0,2,0.0,3.857167406,1.452605998,7.094788004,17,2
26.9408966,80.9212921,1775569838,13,11,1,0,0,1,5.715937438,7.160790702,2026-04-07 13:50:38,-0.2588190451025208,-0.9659258262890683,0,11,11.0,1,0.0,5.715937438,7.160790702,0.0,12,2
26.86998908,80.95308241,1775305418,12,2,1,0,1,0,1.827058824,2.245013317,2026-04-04 12:23:38,1.2246467991473532e-16,-1.0,0,2,2.0,1,0.0,1.827058824,2.245013317,5.509973366,3,1
26.89742199,80.87339292,1776208958,23,12,1,0,1,1,1.865464619,3.530188103,2026-04-14 23:22:38,-0.25881904510252157,0.9659258262890681,1,12,18.0,1,0.9230769230769231,1.865464619,3.530188103,2.939623794,13,2
